Label,precision,recall,f1-score,support
Apple AirTag,1.0,0.999,1.0,1250.0
Owner Device,1.0,1.0,1.0,11352.0
,,,,
accuracy,1.0,1.0,1.0,1.0
macro avg,1.0,1.0,1.0,12602.0
weighted avg,1.0,1.0,1.0,12602.0
