Label,precision,recall,f1-score,support
Apple AirTag 2,0.999,1.0,1.0,1227.0
Owner Device,1.0,1.0,1.0,10138.0
,,,,
accuracy,1.0,1.0,1.0,1.0
macro avg,1.0,1.0,1.0,11365.0
weighted avg,1.0,1.0,1.0,11365.0
